abbr,aggregate_market_value,capital_stock_in_circulation,code,total_stock_issue,traded_market_value
学大教育,657928.13,11779.83,000526,12186.11,635992.80
柳 工,2063664.21,201843.96,000528,201924.09,2062845.30
穗恒运Ａ,654000.04,90974.55,000531,104140.13,571320.17
万泽股份,794468.40,49740.67,000534,50410.43,783912.94
华映科技,1255778.89,276308.25,000536,276603.28,1254439.46
中绿电,1775211.42,206660.24,000537,206660.24,1775211.42
云南白药,10181002.41,177269.52,000538,178426.26,10114999.07
粤电力Ａ,2304874.67,255389.66,000539,525028.40,1121160.63
佛山照明,999791.63,118373.72,000541,153577.82,770612.90
皖能电力,1706948.09,226686.33,000543,226686.33,1706948.09
中原环保,802165.33,97468.45,000544,97468.45,802165.33
航天发展,1182866.52,158835.07,000547,159846.83,1175379.51
江铃汽车,1673771.95,51846.32,000550,86321.40,1005300.07
甘肃能化,1289784.43,372577.80,000552,535180.26,897912.51
安道麦A,1495739.15,217707.20,000553,232981.18,1397680.20
神州信息,1094818.92,97218.73,000555,97577.44,1090794.14
西部创业,783147.23,145791.62,000557,145837.47,782901.00
万向钱潮,2788399.89,330377.88,000559,330379.13,2788389.30
我爱我家,746693.77,225527.24,000560,235550.09,714921.35
烽火电子,606148.60,60313.44,000561,75111.35,486729.44
陕国投Ａ,1723408.01,511397.04,000563,511397.04,1723408.01
供销大集,4785386.79,1471503.07,000564,1805806.34,3899483.14
海南海药,682414.06,116590.97,000566,129736.51,613268.52
海德股份,1092617.01,194993.06,000567,195459.22,1090011.18
泸州老窖,18599579.19,146936.11,000568,147195.15,18566847.40
海马汽车,633185.02,164225.31,000572,164463.64,632267.43
威孚高科,1973035.87,82406.76,000581,99698.63,1630829.88
北部湾港,1981867.98,180986.36,000582,232613.61,1542003.75
贵州轮胎,715417.58,153783.85,000589,155525.56,707405.71
太阳能,1723831.05,360321.88,000591,391779.78,1585416.26
古井贡酒,8703399.00,40860.00,000596,52860.00,6727599.00
东北制药,741704.59,140654.00,000597,142910.33,729994.27
兴蓉环境,2154761.87,297484.07,000598,298443.47,2147835.00
建投能源,1208611.98,109005.09,000600,180929.94,728153.99
韶能股份,656975.41,108046.01,000601,108055.17,656919.71
盛达资源,925938.86,66671.64,000603,68996.93,894733.35
焦作万方,813079.99,119142.01,000612,119219.94,812548.54
中油资本,9026444.46,1264207.91,000617,1264207.91,9026444.46
新华联,986464.93,467172.67,000620,587181.50,784850.09
吉林敖东,1922999.78,119107.93,000623,119589.54,1915255.58
长安汽车,12233982.20,826072.78,000625,991408.61,10193738.08
天茂集团,1353732.39,455250.42,000627,494062.92,1247386.14
高新发展,1652193.20,19208.26,000628,35228.00,900867.32
钒钛股份,2444577.12,929027.07,000629,929497.00,2443341.20
铜陵有色,4055740.11,1052767.66,000630,1279413.28,3337273.48
顺发恒业,675468.70,239527.91,000631,239527.91,675468.70
风华高科,1566595.89,115701.31,000636,115701.32,1566595.79
仁和药业,760166.46,133138.58,000650,139993.82,722942.51
格力电器,26326606.98,551494.98,000651,560140.57,25920264.13
泰达股份,556291.34,147446.24,000652,147557.39,555872.31
中钨高新,2363275.69,124730.91,000657,227895.44,1293459.58
长春高新,3908041.53,39962.68,000661,40793.75,3828424.80
湖北广电,567437.60,113711.03,000665,113714.95,567418.05
盈方微,575889.70,72210.67,000670,83948.94,495365.20
上峰水泥,829802.51,96939.54,000672,96939.54,829802.51
智度股份,1056516.49,126452.84,000676,126528.92,1055881.20
山推股份,1371299.25,131470.18,000680,150032.74,1201637.45
视觉中国,1506241.49,67609.38,000681,70057.74,1453601.66
东方电子,1305868.10,134059.47,000682,134072.70,1305739.20
远兴能源,1921936.75,331845.95,000683,373917.66,1705688.19
中山公用,1274496.21,125396.22,000685,147511.14,1083423.31
东北证券,1750658.78,234045.29,000686,234045.29,1750658.78
国城矿业,1317839.82,112539.26,000688,112539.69,1317834.76
宝新能源,966094.21,217447.14,000690,217588.79,965465.29
模塑科技,669233.22,91801.54,000700,91801.54,669233.22
恒逸石化,2207125.44,364735.36,000703,366632.13,2195706.84
中信特钢,5773947.85,504715.72,000708,504715.72,5773947.85
河钢股份,2284503.76,1033541.24,000709,1033712.11,2284126.14
锦龙股份,1040256.00,89573.41,000712,89600.00,1039947.32
中南股份,618080.63,242353.62,000717,242384.56,618001.73
苏宁环球,655481.46,228209.31,000718,303463.64,492932.11
中原传媒,1289236.72,66714.75,000719,102320.37,840605.90
西安饮食,514227.22,51236.03,000721,57391.43,459074.84
湖南发展,528212.12,46415.83,000722,46415.83,528212.12
美锦能源,1880280.32,439623.54,000723,440346.68,1877192.52
京东方Ａ,14530976.25,3693976.41,000725,3764501.62,14258748.96
冠捷科技,1105214.34,452956.70,000727,452956.70,1105214.34
国元证券,3290288.53,436377.71,000728,436377.79,3290287.96
燕京啤酒,3678193.84,250960.67,000729,281853.93,3275036.70
振华科技,2774726.34,55376.82,000733,55416.94,2772717.53
罗 牛 山,692059.66,115089.75,000735,115151.36,691689.41
北方铜业,1710435.36,177226.92,000737,190471.64,1591497.73
航发控制,2509371.07,131515.26,000738,131518.40,2509311.12
普洛药业,1624190.45,116888.84,000739,116932.36,1623585.99
国海证券,2439518.65,579620.40,000750,638617.45,2214149.92
锌业股份,473379.76,140986.88,000751,161563.06,413091.55
山西高速,757132.06,146731.02,000755,146731.02,757132.06
新华制药,956030.28,49262.39,000756,68977.65,682776.76
中色股份,960549.54,196931.40,000758,199284.14,949209.32
本钢板材,1618643.39,370823.20,000761,410823.20,1461043.39
西藏矿业,987625.00,52080.06,000762,52117.41,986917.17
通化金马,1681700.79,96600.77,000766,96649.47,1680853.36
晋控电力,953852.09,291224.64,000767,307694.22,902796.40
中航西飞,6741505.35,277272.59,000768,278114.91,6721087.48
广发证券,11994418.37,590404.93,000776,760584.55,9310685.76
中核科技,666379.78,38341.08,000777,38341.76,666368.02
新兴铸管,1367297.89,389362.48,000778,396318.23,1343300.54
长江证券,3589017.34,553007.29,000783,553007.29,3589017.34
居然智家,2110969.55,589794.41,000785,622704.88,1999403.07
北新建材,4980669.12,163244.79,000786,168950.78,4812456.51
甘肃能源,2222030.22,160052.48,000791,324383.97,1096359.48
盐湖股份,8440058.20,529154.52,000792,529157.25,8440014.67
英洛华,1207373.57,113368.41,000795,113368.41,1207373.57
凯撒旅业,599817.05,133076.68,000796,160378.89,497706.79
中国武夷,427245.15,157057.40,000797,157075.42,427196.14
酒鬼酒,1428062.87,32490.05,000799,32492.90,1427937.61
一汽解放,3558874.36,492082.59,000800,492237.12,3557757.14
四川九洲,1621148.53,102280.66,000801,102280.66,1621148.53
云铝股份,5052813.94,346791.94,000807,346795.74,5052758.57
创维数字,1336551.08,111908.37,000810,115021.61,1300375.22
冰轮环境,942242.67,74582.85,000811,76356.78,920352.35
德展健康,673301.31,216460.03,000813,216495.60,673190.68
美利云,938605.10,69526.30,000815,69526.30,938605.10
航锦科技,1668007.14,67736.74,000818,67915.60,1663614.33
岳阳兴长,536061.38,34880.27,000819,36969.75,505763.95
京山轻机,695751.13,60465.08,000821,62287.48,675394.90
山东海化,488720.19,89509.19,000822,89509.19,488720.19
超声电子,540213.05,53694.56,000823,53699.11,540167.29
太钢不锈,2037368.15,569624.78,000825,570691.36,2033560.46
东莞控股,1108125.11,103951.56,000828,103951.70,1108123.67
天音控股,1032276.14,102412.97,000829,102510.04,1031298.58
鲁西化工,2068716.76,190416.05,000830,191017.25,2062205.87
中国稀土,3471253.26,106122.08,000831,106122.08,3471253.26
粤桂股份,995384.04,45370.20,000833,80208.22,563044.21
秦川机床,1295545.77,100740.33,000837,100742.28,1295520.69
中信国安,1030914.33,391982.64,000839,391982.64,1030914.33
承德露露,1034660.65,103951.87,000848,105255.41,1021846.92
石化机械,598544.70,94100.14,000852,95614.17,589066.86
五 粮 液,51074198.13,388145.95,000858,388160.80,51072243.55
顺鑫农业,1194244.85,74176.70,000860,74176.70,1194244.85
银星能源,525070.09,62796.71,000862,91795.47,359197.17
三湘印象,459292.13,116361.53,000863,118069.96,452646.37
安凯客车,543979.03,73332.84,000868,93951.47,424597.15
张 裕Ａ,1543851.32,45509.43,000869,67182.39,1045806.69
吉电股份,1987744.30,278996.63,000875,362727.06,1528901.53
新 希 望,4376584.21,449967.78,000876,452594.02,4351188.42
天山股份,3469919.95,711049.02,000877,711049.17,3469919.21
云南铜业,2390328.57,200358.90,000878,200362.83,2390281.64
中广核技,687324.57,79034.40,000881,94542.58,574580.11
湖北能源,3029210.88,647975.65,000883,650045.25,3019566.51
城发环境,896983.32,64207.83,000885,64207.83,896983.32
海南高速,616040.03,97783.69,000886,98882.83,609192.39
中鼎股份,2557939.58,131437.06,000887,131648.97,2553822.09
峨眉山Ａ,699740.60,52691.31,000888,52691.31,699740.60
亚钾国际,2610444.60,81172.01,000893,92405.12,2293109.21
双汇发展,8578501.16,346412.37,000895,346466.12,8577170.39
鞍钢股份,2220505.44,795719.77,000898,936922.13,1885855.85
赣能股份,930796.58,97567.78,000899,97567.78,930796.58
现代投资,619273.96,151776.08,000900,151782.83,619246.42
航天科技,892389.17,79819.34,000901,79820.14,892380.20
新洋丰,1676323.51,114278.24,000902,125473.32,1526757.22
云内动力,699967.13,192026.16,000903,194976.92,689373.93
厦门港务,555615.39,74180.81,000905,74180.96,555614.26
浙商中拓,454188.04,70015.33,000906,70856.17,448798.24
泸天化,774592.00,156800.00,000912,156800.00,774592.00
钱江摩托,827832.49,45974.42,000913,52661.10,722717.96
华特达因,723615.63,23419.88,000915,23433.15,723206.00
电广传媒,1036233.68,141745.94,000917,141755.63,1036162.79
海信家电,4019430.17,91183.13,000921,138601.04,2644310.85
佳电股份,746662.69,58731.88,000922,69521.67,630780.34
河钢资源,854422.21,62789.57,000923,65272.90,821915.51
中国铁物,1554940.89,605035.06,000927,605035.36,1554940.10
中钢国际,949734.74,143462.71,000928,143464.46,949723.12
中粮科技,1032146.10,185634.81,000930,185972.27,1030273.18
华菱钢铁,3371412.66,690854.66,000932,690863.25,3371370.73
神火股份,3767662.20,224318.90,000933,224935.06,3757341.54
四川双马,1215397.01,76344.03,000935,76344.03,1215397.01
华西股份,613120.92,88588.73,000936,88601.29,613034.04
冀中能源,2335674.47,343339.42,000937,353354.68,2269473.53
紫光股份,7207401.28,286007.99,000938,286007.99,7207401.28
南天信息,739214.28,38903.63,000948,39361.78,730610.17
新乡化纤,676731.31,169984.68,000949,170032.99,676539.02
重药控股,846810.50,172818.47,000950,172818.47,846810.50
中国重汽,2003152.26,117486.94,000951,117486.94,2003152.26
中通客车,668202.74,59290.39,000957,59290.39,668202.74
电投产融,3488455.20,538339.60,000958,538341.85,3488440.62
首钢股份,2798633.17,650726.36,000959,777398.10,2342614.91
锡业股份,2322226.55,164580.20,000960,164580.20,2322226.55
东方钽业,781690.87,50011.45,000962,50496.83,774177.19
华东医药,6800556.72,175194.12,000963,175407.70,6792276.14
长源电力,1764884.75,274932.77,000966,348103.50,1393909.14
盈峰环境,2090182.59,316543.56,000967,316694.33,2089187.51
蓝焰控股,634681.74,96750.27,000968,96750.27,634681.74
安泰科技,1256658.84,102592.62,000969,105071.81,1227007.68
中科三环,1359181.41,121572.58,000970,121572.58,1359181.41
山金国际,5583988.47,252743.24,000975,277672.23,5082666.64
浪潮信息,7550581.04,147042.09,000977,147213.51,7541788.74
众泰汽车,1094232.86,499151.34,000980,504254.77,1083158.40
山子高科,1969501.76,951332.08,000981,999747.09,1874124.19
山西焦煤,3627667.58,464021.35,000983,567710.11,2965096.44
越秀资本,3231033.31,501458.87,000987,501713.25,3229395.14
华工科技,4313606.61,100498.57,000988,100550.27,4311388.47
诚志股份,932087.19,121523.66,000990,121523.75,932086.50
闽东电力,500540.94,43974.76,000993,45795.15,480644.10
新 大 陆,2941379.37,102640.44,000997,103206.29,2925252.55
隆平高科,1357796.38,131505.05,000998,131697.03,1355817.11
华润三九,5409466.06,127565.21,000999,128429.87,5373046.76
东瑞股份,376880.21,16452.60,001201,25778.40,240536.96
大中矿业,1280310.33,131506.53,001203,150802.16,1116490.42
华菱线缆,561679.62,27007.27,001208,53442.40,283846.46
中铁特货,1800000.00,444444.44,001213,444444.44,1800000.00
兰州银行,1332793.14,421276.54,001227,569569.72,985787.11
弘业期货,899945.56,32643.57,001236,100777.78,291507.04
立新能源,660800.00,46870.94,001258,93333.33,331846.26
欧晶科技,423873.19,8390.07,001269,19240.73,184833.28
强邦新材,647360.00,3762.40,001279,16000.00,152226.57
陕西能源,3427500.00,105000.00,001286,375000.00,959700.00
中电港,1463567.59,43739.45,001287,75990.01,842421.80
龙源电力,14320365.09,504193.42,001289,835981.62,8636833.22
好上好,561327.10,10626.61,001298,20471.45,291381.76
尚太科技,1351137.47,16104.24,001301,26083.74,834199.50
康冠科技,1493985.83,23964.77,001308,70041.53,511168.45
德明利,1997863.28,8763.62,001309,16177.03,1082306.49
多利科技,672372.14,6062.54,001311,23885.33,170660.63
粤海饲料,605500.00,69913.27,001313,70000.00,604749.79
亿道信息,630143.27,5174.95,001314,14144.63,230544.03
箭牌家居,824276.26,16561.28,001322,96859.72,140936.49
慕思股份,1283232.08,7793.50,001323,40001.00,250015.48
登康口腔,928016.78,4304.35,001328,17217.38,232004.46
博纳影业,606162.87,105517.81,001330,137451.90,465333.54
四川黄金,1055040.00,28845.60,001337,42000.00,724601.47
永顺泰,577492.19,23595.45,001338,50173.08,271583.61
智微智能,1348563.77,7313.10,001339,25042.97,393810.41
富岭股份,856871.28,12147.00,001356,58932.00,176617.42
百通能源,593178.30,21131.67,001376,46090.00,271964.61
广合科技,2107188.08,15024.26,001389,42526.50,744451.98
国货航,8448545.81,83894.39,001391,1220888.12,580549.21
宗申动力,2729744.18,89133.97,001696,114502.69,2124953.90
招商港口,4827672.63,174477.98,001872,250138.48,3367425.04
豫能控股,727797.69,152578.13,001896,152578.13,727797.69
招商积余,1240604.89,106034.28,001914,106034.61,1240601.03
招商公路,8805055.58,682033.74,001965,682033.74,8805055.58
招商蛇口,8163813.40,845782.04,001979,906083.62,7620496.22
新 和 成,6789188.49,303701.19,002001,307342.17,6708759.35
伟星股份,1347729.77,101826.50,002003,116888.97,1174059.59
华邦健康,811766.87,188222.90,002004,197991.92,771713.89
精工科技,975652.29,45516.00,002006,51979.34,854335.32
华兰生物,2999200.72,157370.29,002007,182878.09,2580872.72
大族激光,2555776.80,97931.70,002008,105219.30,2378760.93
天奇股份,614210.11,35358.50,002009,40223.32,539924.28
传化智联,1483200.31,278076.96,002010,278797.05,1479369.43
盾安环境,1266803.62,91631.14,002011,106543.62,1089494.29
永新股份,671903.58,60433.63,002014,61249.19,662956.94
协鑫能科,1175287.02,162332.46,002015,162332.46,1175287.02
世荣兆业,455520.84,80909.56,002016,80909.56,455520.84
东信和平,583914.50,58008.59,002017,58043.19,583566.40
亿帆医药,1397632.21,84147.41,002019,121639.01,966853.72
京新药业,1163250.37,72396.83,002020,86102.91,978081.22
海特高新,731969.91,74086.02,002023,74086.02,731969.91
航天电器,2334607.01,45255.19,002025,45687.03,2312540.14
分众传媒,10528363.60,1444219.97,002027,1444219.97,10528363.60
思源电气,5486005.31,60646.02,002028,77815.68,4275544.49
达安基因,816805.59,140344.60,002030,140344.60,816805.59
巨轮智能,2069631.33,198224.80,002031,219939.57,1865295.38
苏 泊 尔,4559736.88,80039.72,002032,80135.97,4554260.33
丽江股份,484650.81,54948.02,002033,54949.07,484641.52
旺能环境,761641.90,43183.02,002034,43398.40,757862.00
华帝股份,561146.70,78052.30,002035,84765.36,516706.25
联创电子,1130363.90,105290.97,002036,105938.51,1123454.61
双鹭药业,677023.65,85153.85,002038,102735.00,561163.85
黔源电力,688796.14,42755.81,002039,42755.81,688796.14
登海种业,909920.00,88000.00,002041,88000.00,909920.00
华孚时尚,918367.93,170068.14,002042,170068.14,918367.93
兔 宝 宝,880318.34,73628.38,002043,83205.89,778988.21
美年健康,2090211.59,387244.87,002044,391425.39,2067887.62
国光电器,847662.08,56183.29,002045,56248.31,846682.15
国机精工,862317.07,52584.05,002046,53626.68,845551.49
宁波华翔,1381888.64,70980.14,002048,81383.31,1205242.75
紫光国微,5508958.49,84942.37,002049,84962.35,5507662.99
三花智控,9924423.77,367045.00,002050,373238.95,9759726.64
中工国际,1008488.28,123728.82,002051,123740.89,1008389.85
云南能投,1051473.05,92070.03,002053,92072.95,1051439.74
得润电子,354835.64,59486.78,002055,60449.00,349187.38
横店东磁,2235102.39,162505.80,002056,162671.21,2232829.70
中钢天源,615129.53,75024.51,002057,75848.28,608448.80
云南旅游,518366.62,101243.48,002059,101243.48,518366.62
广东建工,1321546.42,156281.47,002060,375439.32,550110.76
浙江交科,1025491.75,259913.79,002061,267055.14,998068.95
宏润建设,611211.82,98992.33,002062,123727.09,489022.10
远光软件,1112576.06,171136.92,002063,190509.60,999439.59
华峰化学,3354679.67,495199.06,002064,496254.39,3347545.63
东华软件,3320879.74,290792.16,002065,320548.24,3012606.83
黑猫股份,850059.05,73441.08,002068,73534.52,848978.91
软控股份,828887.42,99087.33,002073,101954.17,805579.97
国轩高科,4192007.98,172512.08,002074,180301.42,4010905.77
沙钢股份,1325070.57,219382.19,002075,219382.54,1325068.44
大港股份,817130.71,58034.85,002077,58034.85,817130.71
太阳纸业,3934705.45,276488.10,002078,279453.51,3892952.43
苏州固锝,763151.24,80937.85,002079,81013.93,762434.53
中材科技,2445026.06,167812.36,002080,167812.36,2445026.06
金 螳 螂,942639.91,264379.19,002081,265532.37,938546.13
万丰奥威,3635085.35,212329.75,002085,212329.75,3635085.35
鲁阳节能,602919.04,50479.01,002088,51312.26,593128.33
江苏国泰,1193049.85,159542.47,002091,162762.60,1169446.34
国脉科技,1123362.50,100686.62,002093,100750.00,1122655.87
易普力,1528223.03,70094.38,002096,124044.08,863562.72
山河智能,785545.22,107267.66,002097,107461.73,784126.62
海翔药业,836875.79,161569.79,002099,161871.53,835315.80
天康生物,869665.22,136525.15,002100,136525.15,869665.22
广东鸿图,842429.07,66219.72,002101,66437.62,839666.05
能特科技,742387.70,232984.89,002102,263258.05,657017.40
恒宝股份,575043.91,59954.55,002104,70818.22,486830.97
莱宝高科,803218.79,70413.47,002106,70581.62,801305.24
沧州明珠,616196.02,164836.37,002108,166539.46,609894.57
三钢闽光,920619.89,242907.62,002110,242907.62,920619.89
威海广泰,545306.01,47819.11,002111,53200.59,490145.85
中国海诚,459065.41,45717.32,002116,46605.63,450315.63
韵达股份,1965654.46,281512.40,002120,289919.54,1908654.04
科陆电子,783905.48,139992.24,002121,166081.67,660763.37
汇洲智能,768576.22,198845.29,002122,200150.06,763565.90
梦网科技,1156552.52,72004.76,002123,80539.87,1033988.38
湘潭电化,632629.12,62948.17,002125,62948.17,632629.12
银轮股份,2129530.49,78417.86,002126,83478.26,2000439.57
南极电商,1097327.07,198126.00,002127,245487.04,885623.24
电投能源,4001208.68,224157.35,002128,224157.35,4001208.68
TCL中环,3161716.53,404001.38,002129,404311.58,3159290.79
沃尔核材,2544995.10,124914.91,002130,125989.86,2523281.09
利欧股份,2573275.91,584972.40,002131,677177.87,2222895.10
东南网架,467401.38,104386.60,002135,111551.64,437379.86
顺络电子,2236727.11,75339.19,002138,80631.84,2089909.19
拓邦股份,1795442.38,107108.98,002139,124683.50,1542369.38
东华科技,688897.50,54344.14,002140,70801.39,528768.52
宁波银行,16680670.34,652404.66,002142,660359.08,16479741.61
中核钛白,1645186.18,381261.97,002145,387102.63,1620363.36
荣盛发展,613091.10,389652.14,002146,434816.39,549409.51
西部材料,965687.83,48813.93,002149,48821.43,965539.48
通润装备,410818.28,35854.66,002150,36323.46,405516.15
北斗星通,1463274.75,44164.52,002151,54295.91,1190233.90
广电运通,3076911.41,248213.37,002152,248338.29,3075363.67
石基信息,2166979.91,159976.38,002153,272919.38,1270212.46
报 喜 鸟,572058.82,142149.52,002154,145933.37,557226.11
湖南黄金,2793539.74,120193.15,002155,120203.95,2793288.73
通富微电,3898706.47,151745.22,002156,151759.69,3898334.76
正邦科技,2580795.36,715452.24,002157,925016.26,1996111.76
汉钟精机,1035225.93,53360.21,002158,53472.41,1033053.76
海南发展,762996.95,80354.89,002163,84495.79,725604.63
莱茵生物,553992.77,44756.63,002166,74162.35,334332.06
东方锆业,699529.99,75778.38,002167,77467.33,684278.82
智光电气,492320.88,75867.40,002169,78270.41,477205.93
芭田股份,993448.74,71269.97,002170,96357.78,734793.37
楚江新材,1300367.30,149935.04,002171,150854.68,1292440.01
游族网络,854555.63,91537.05,002174,91592.24,854040.69
江特电机,1226848.09,170601.91,002176,170632.56,1226627.74
中航光电,8651018.97,208070.88,002179,211827.10,8497614.94
纳思达,3170420.25,135977.48,002180,142298.93,3029578.24
粤 传 媒,646709.40,113452.02,002181,116105.82,631927.74
宝武镁业,1222878.98,86551.25,002182,99179.16,1067176.86
怡 亚 通,1251758.38,259699.41,002183,259700.91,1251751.15
华天科技,3009011.08,320373.98,002185,320448.46,3008311.67
成飞集成,799248.98,35872.93,002190,35872.93,799248.98
劲嘉股份,541513.51,144082.45,002191,145177.88,537427.55
融捷股份,734824.22,25912.02,002192,25965.52,733310.25
武汉凡谷,988714.56,51089.50,002194,68328.58,739265.03
岩山科技,3306658.95,561304.90,002195,568154.46,3266794.52
金风科技,3870161.96,335482.52,002202,422506.76,3073019.86
海亮股份,2028294.80,192819.03,002203,199832.00,1957113.16
大连重工,1195518.05,193137.00,002204,193137.00,1195518.05
海 利 得,581103.61,91617.46,002206,116220.72,458087.32
合肥城建,529369.36,80308.44,002208,80329.19,529232.61
飞马国际,673291.89,265625.67,002210,266123.28,672032.94
天融信,879872.59,116737.69,002212,117945.39,870863.19
诺 普 信,939853.87,77938.35,002215,100519.13,728723.59
三全食品,1031282.89,63025.62,002216,87918.40,739290.56
拓日新能,443688.45,139239.82,002218,141302.05,437213.05
新里程,779097.80,327204.37,002219,338738.18,752570.06
东华能源,1279815.75,146088.99,002221,157612.78,1186242.57
福晶科技,1621422.00,46815.17,002222,47025.00,1614187.11
鱼跃医疗,3551775.76,94015.82,002223,100247.69,3330980.38
江南化工,1438365.11,264888.17,002226,264892.29,1438342.74
鸿博股份,801349.25,49316.43,002229,49619.15,796460.35
科大讯飞,10973604.68,218914.38,002230,231169.26,10391865.45
启明信息,711691.41,40854.85,002232,40854.85,711691.41
塔牌集团,907321.29,119148.50,002233,119227.50,906720.06
大华股份,5212676.14,210773.52,002236,329916.21,3330221.65
恒邦股份,1274361.24,91045.88,002237,114807.32,1010609.26
天威视讯,665321.54,80255.92,002238,80255.92,665321.54
奥特佳,979648.66,324315.31,002239,330962.38,959973.33
盛新锂能,1057164.42,86665.01,002240,91529.39,1000980.81
歌尔股份,7655739.06,308381.12,002241,349098.91,6762798.03
九阳股份,740171.40,76570.57,002242,76701.70,738906.00
力合科创,989063.65,120414.23,002243,121060.42,983784.25
滨江集团,3018100.57,268235.37,002244,311144.39,2601883.13
蔚蓝锂芯,1510333.01,108726.13,002245,115204.65,1425399.50
北化股份,624801.60,54903.48,002246,54903.48,624801.60
大洋电机,1691003.19,182919.59,002249,244012.00,1267632.76
联化科技,584164.53,90653.42,002250,91133.31,581088.39
上海莱士,4480639.76,663448.96,002252,663798.48,4478280.49
泰和新材,893148.89,81844.07,002254,86294.58,847086.15
利尔化学,802838.54,79915.03,002258,80043.72,801547.80
拓维信息,4189000.70,114004.48,002261,125607.22,3802049.38
恩华药业,2277252.19,88179.26,002262,101617.68,1976097.10
大东南,477103.47,187834.51,002263,187836.01,477099.66
建设工业,2389422.46,40309.70,002265,103304.04,932363.42
浙富控股,1717140.29,489680.10,002266,521927.14,1611047.54
陕天然气,996419.60,111207.54,002267,111207.54,996419.60
电科网安,1311645.03,84542.99,002268,84567.70,1311261.79
华明装备,1392734.32,89621.11,002270,89622.54,1392712.00
东方雨虹,2706396.95,191472.99,002271,238869.99,2169388.96
水晶光电,2738154.84,135791.34,002273,139063.22,2673731.54
华昌化工,674274.17,93784.91,002274,95236.46,663997.18
桂林三金,818483.06,55904.13,002275,58756.86,778744.55
万马股份,1514334.73,100508.33,002276,101428.98,1500589.42
久其软件,571531.80,78972.73,002279,86464.72,522009.78
光迅科技,3583864.42,77303.88,002281,79359.27,3491043.32
天润工业,720136.94,100352.64,002283,113945.72,634228.70
亚太股份,851443.60,73121.42,002284,73910.03,842358.73
世联行,454365.02,197579.16,002285,199282.90,450480.48
奇正藏药,1298505.58,52995.77,002287,53108.61,1295746.63
遥望科技,571188.27,87766.90,002291,94411.28,530989.75
奥飞娱乐,1323436.23,101786.88,002292,147869.97,910992.55
罗莱生活,764028.71,82660.81,002293,83409.25,757172.99
信立泰,4559599.63,111456.57,002294,111481.65,4558573.86
圣农发展,1962085.67,124333.17,002299,124340.03,1961977.46
西部建设,737214.91,126235.43,002302,126235.43,737214.91
美盈森,549745.20,95251.43,002303,153132.37,341952.62
洋河股份,10364342.11,150640.95,002304,150644.51,10364097.53
北新路桥,506048.34,109103.07,002307,126829.16,435321.26
海大集团,9215511.08,166252.13,002311,166375.00,9208705.50
川发龙蟒,2144399.33,175872.29,002312,188933.86,1996150.47
南山控股,674237.85,133832.40,002314,270778.25,333242.69
焦点科技,1326680.40,20203.31,002315,31723.59,844902.49
众生药业,1032938.01,76161.74,002317,85155.65,923841.91
久立特材,2382342.22,95476.19,002318,97717.07,2327709.57
海峡股份,1323986.31,222893.32,002320,222893.32,1323986.31
理工能科,484551.11,36501.97,002322,37914.80,466495.15
普利特,1185928.93,77627.60,002324,111354.83,826733.90
永太科技,1026269.48,80403.29,002326,92540.08,891672.52
富安娜,671836.78,48774.58,002327,83874.75,390684.36
仙琚制药,916003.71,98457.37,002332,98920.49,911715.26
英威腾,653681.76,72024.42,002334,81303.70,579076.35
科华数据,2197210.06,45467.26,002335,51541.40,1938269.48
奥普光电,1239600.00,24000.00,002338,24000.00,1239600.00
格林美,3183427.06,508498.14,002340,512629.16,3157773.43
海宁皮城,541264.36,128145.01,002344,128261.70,540771.94
潮宏基,867188.40,86700.44,002345,88851.27,846196.26
精华制药,577254.26,81418.09,002349,81418.09,577254.26
漫步者,1186957.84,52104.42,002351,88910.70,695593.97
顺丰控股,21782997.55,479068.02,002352,498809.20,20920900.50
杰瑞股份,3321388.32,69324.39,002353,102385.58,2248883.18
天娱数科,1161519.25,162130.67,002354,165458.58,1138157.34
赫美集团,392065.10,131125.45,002356,131125.45,392065.10
汉王科技,528266.49,20759.39,002362,24445.46,448610.49
融发核电,1027983.19,125646.44,002366,208093.76,620693.41
康力电梯,570333.34,52668.05,002367,79878.62,376049.86
太极股份,1520684.34,62021.65,002368,62323.13,1513328.22
北方华创,23549118.28,53371.41,002371,53417.53,23528784.07
伟星新材,1896117.24,147085.81,002372,159203.80,1751792.01
千方科技,1461674.10,137759.41,002373,158018.82,1274274.57
亚厦股份,506518.68,132679.37,002375,133999.65,501528.02
章源钨业,949119.96,119508.96,002378,120141.77,944120.77
宏创控股,1105691.66,113637.38,002379,113637.38,1105691.66
蓝帆医疗,520685.76,99969.73,002382,100712.91,516843.48
合众思壮,684833.28,74036.03,002383,74036.03,684833.28
东山精密,4617908.41,138632.17,002384,170591.37,3752772.90
大北农,1775932.45,352407.79,002385,430007.86,1455444.17
天原股份,581836.24,130141.54,002386,130164.71,581732.67
维信诺,1250027.40,139487.90,002387,139667.87,1248416.67
航天彩虹,2051803.99,99082.22,002389,99360.97,2046047.74
信邦制药,682292.01,185230.51,002390,194385.19,650159.08
星网锐捷,1170744.13,58328.03,002396,58860.94,1160144.47
海普瑞,1614025.82,124720.17,002399,146729.62,1371921.87
省广集团,1309246.18,172616.46,002400,174333.71,1296349.63
中远海科,548582.62,37136.39,002401,37166.84,548133.18
和而泰,1918616.51,80628.62,002402,92508.03,1672237.68
