abbr,aggregate_market_value,capital_stock_in_circulation,code,total_stock_issue,traded_market_value
方大炭素,1896232.04,402597.04,600516,402597.04,1896232.04
贵州茅台,199883681.54,125619.78,600519,125619.78,199883681.54
华海药业,2130673.77,146675.56,600521,150790.78,2072525.62
中天科技,4757651.81,341294.97,600522,341294.97,4757651.81
ST长园,419372.09,131878.02,600525,131878.02,419372.09
中铁工业,1655055.93,222155.16,600528,222155.16,1655055.93
豫光金铅,762088.89,109025.59,600531,109025.59,762088.89
天士力,2299189.06,149395.00,600535,149395.00,2299189.06
中国软件,3939576.18,84365.59,600536,84996.25,3910345.07
卓郎智能,398704.43,178791.22,600545,178791.22,398704.43
山东黄金,13514230.60,361444.33,600547,447342.95,10919233.35
深高速,2852550.29,143327.03,600548,253785.61,1610995.85
厦门钨业,3078328.92,141800.65,600549,158758.58,2749514.60
康缘药业,727199.28,56615.88,600557,56945.91,722984.80
老白干酒,1621847.22,90427.14,600559,91474.74,1603273.27
法拉电子,2403225.00,22500.00,600563,22500.00,2403225.00
ST迪马,211778.03,249150.63,600565,249150.63,211778.03
济川药业,2479384.19,91574.82,600566,92170.42,2463362.55
山鹰国际,946540.19,547133.06,600567,547133.06,946540.19
恒生电子,4933729.58,189176.75,600570,189176.75,4933729.58
康恩贝,1137198.75,257780.08,600572,258454.26,1134232.33
精达股份,1534498.72,214915.79,600577,214915.79,1534498.72
卧龙电驱,3334713.92,130262.26,600580,130262.26,3334713.92
天地科技,2607311.00,413858.89,600582,413858.89,2607311.00
海油工程,2281419.08,442135.48,600583,442135.48,2281419.08
长电科技,6028537.69,178941.46,600584,178941.46,6028537.69
海螺水泥,12718326.19,399970.26,600585,529930.26,9599286.19
新华医疗,919723.73,60436.20,600587,60667.79,916212.85
用友网络,4770128.38,341699.74,600588,341699.74,4770128.38
新安股份,1040539.32,129297.19,600596,134959.70,996881.34
光明乳业,1160674.91,137845.54,600597,137847.38,1160659.42
北大荒,2693185.06,177767.99,600598,177767.99,2693185.06
青岛啤酒,10118247.58,70903.09,600600,136419.68,5258882.50
绿地控股,2403271.33,1405421.83,600606,1405421.83,2403271.33
大众交通,1498853.90,156331.64,600611,236412.29,991142.57
老凤祥,2582632.40,31710.96,600612,52311.78,1565570.24
光大嘉宝,416912.54,149968.54,600622,149968.54,416912.54
华谊集团,1519723.56,187184.20,600623,213144.96,1334623.33
申达股份,447732.44,110797.87,600626,132074.47,375604.78
大众公用,1127830.05,241879.17,600635,295243.47,923978.42
东方明珠,2474358.27,336189.98,600637,336189.98,2474358.27
浦东金桥,1184145.60,85023.67,600639,112241.29,896999.72
万业企业,1323355.75,93062.99,600641,93062.99,1323355.75
申能股份,4478096.63,487904.05,600642,489409.47,4464322.06
爱建集团,751976.61,159035.17,600643,159317.08,750646.01
外高桥,1513582.30,93479.16,600648,135991.22,1040423.08
豫园股份,2162803.71,388984.63,600655,389694.36,2158864.68
信达地产,1183529.62,285187.86,600657,285187.86,1183529.62
XD福耀玻,14645880.70,200298.63,600660,260974.35,11240759.30
昂立教育,294858.75,28654.88,600661,28654.88,294858.75
陆家嘴,4400724.32,315568.37,600663,503515.37,2758067.52
哈药股份,909182.07,251850.99,600664,251850.99,909182.07
太极实业,1366917.43,210619.02,600667,210619.02,1366917.43
尖峰集团,474491.60,34408.38,600668,34408.38,474491.60
东阳光,3040999.13,300155.79,600673,301387.43,3028571.95
川投能源,8398947.56,487460.68,600674,487460.68,8398947.56
中华企业,1705010.16,604613.53,600675,604613.53,1705010.16
百川能源,474662.60,133980.88,600681,134085.48,474292.31
南京新百,873639.81,116506.03,600682,134613.22,756124.12
中船防务,3454609.59,82143.52,600685,141350.64,2007587.58
上海石化,3046717.87,732881.35,600688,1057888.15,2110698.29
海尔智家,23823216.96,625450.11,600690,938291.33,15880178.28
东百集团,582796.98,86895.28,600693,86984.62,582198.36
大商股份,802079.07,31305.26,600694,31615.26,794214.37
均胜电子,2318722.74,136808.46,600699,140870.15,2251867.29
舍得酒业,1902795.38,33261.89,600702,33312.24,1899919.04
三安光电,6176405.18,498901.87,600703,498901.87,6176405.18
物产中大,2736480.06,515370.20,600704,519256.18,2716000.98
中航产融,3060948.89,880442.48,600705,882117.84,3055135.42
光明地产,708706.48,222527.78,600708,222863.67,707638.33
ST盛屯,1743104.91,309061.16,600711,309061.16,1743104.91
天津港,1308088.47,289400.10,600717,289400.10,1308088.47
中交设计,1815025.09,100904.98,600720,229459.56,798158.37
佳都科技,1193541.93,214280.42,600728,214280.42,1193541.93
重庆百货,1373627.35,19121.23,600729,44054.76,596200.09
北汽蓝谷,4157833.36,488509.69,600733,557350.32,3644282.30
丽尚国潮,374576.94,76066.62,600738,76133.52,374247.77
辽宁成大,1563363.43,152970.98,600739,152970.98,1563363.43
华域汽车,5715888.58,315272.40,600741,315272.40,5715888.58
一汽富维,720023.09,74305.79,600742,74305.79,720023.09
上实发展,584726.44,184456.29,600748,184456.29,584726.44
江中药业,1431015.09,62715.25,600750,62901.76,1426771.89
锦江酒店,2549915.00,90800.98,600754,107004.41,2163787.41
厦门国贸,1361167.11,213215.85,600755,216746.35,1338995.53
浪潮软件,466054.01,32409.88,600756,32409.88,466054.01
长江传媒,1196659.17,121349.71,600757,121365.03,1196508.14
中航沈飞,12725820.35,274818.60,600760,275569.95,12691122.91
通策医疗,1817335.68,44728.91,600763,44728.91,1817335.68
中航重机,2590109.10,147071.83,600765,157549.22,2417860.83
南京熊猫,912010.85,67183.85,600775,91383.85,670494.85
ST新潮,2182959.16,636615.24,600777,680049.58,2043534.92
水井坊,2281027.46,48750.32,600779,48750.32,2281027.46
