abbr,aggregate_market_value,capital_stock_in_circulation,code,total_stock_issue,traded_market_value
裕兴股份,216981.37,32147.42,300305,37540.03,185812.08
远方信息,326515.96,15756.49,300306,26895.88,191283.84
慈星股份,660814.98,78221.12,300307,79424.88,650799.75
中际旭创,10472560.97,109924.86,300308,110470.05,10420876.46
宜通世纪,551036.58,69174.04,300310,88165.85,432337.78
任子行,400136.31,53740.91,300311,67363.02,319221.00
*ST天山,164626.11,19735.28,300313,31297.74,103807.57
戴维医疗,349632.00,14374.14,300314,28800.00,174502.12
掌趣科技,1330162.27,258302.43,300315,272016.82,1263098.89
晶盛机电,3721695.05,123155.54,300316,130953.38,3500080.54
珈伟新能,313811.22,82891.34,300317,83018.84,313329.27
博晖创新,476252.99,79853.95,300318,81690.05,465548.52
麦捷科技,930962.52,82971.00,300319,87909.59,878662.88
海达股份,631295.90,48578.78,300320,60123.42,510077.14
同大股份,272882.40,8866.12,300321,8880.00,272455.87
硕贝德,719578.23,44613.90,300322,46574.64,689284.81
华灿光电,1093901.19,87914.99,300323,162299.88,592547.02
旋极信息,665122.38,170986.70,300324,172759.06,658298.80
ST凯利,316925.64,71658.87,300326,71702.63,316732.21
中颖电子,749349.36,34031.52,300327,34138.92,746991.77
宜安科技,737372.40,68636.80,300328,69042.36,733041.00
海伦钢琴,183850.14,25214.04,300329,25288.88,183306.09
苏大维格,527893.43,20617.68,300331,25966.23,419157.46
天壕能源,400548.37,82963.39,300332,86511.53,384120.51
兆日科技,390096.00,33478.01,300333,33600.00,388679.66
津膜科技,193019.76,30202.98,300334,30206.54,192997.02
迪森股份,252816.57,38416.12,300335,47701.24,203605.42
银邦股份,870413.28,71138.39,300337,82192.00,753355.59
*ST开元,169505.00,34938.62,300338,40262.47,147091.61
润和软件,4582547.98,77768.67,300339,79641.08,4474809.08
科恒股份,273134.43,21046.46,300340,27589.34,208359.92
麦克奥迪,800951.20,51532.77,300341,51741.03,797727.22
天银机电,733185.57,41774.85,300342,42503.51,720616.14
ST联创,463932.60,106621.94,300343,106896.91,462739.21
ST立方,316361.26,63942.34,300344,64170.64,315235.74
华民股份,494143.50,44335.06,300345,57794.56,379064.77
南大光电,2226216.38,65655.11,300346,69115.69,2114751.03
泰格医药,3874104.64,57013.67,300347,86494.86,2553642.40
长亮科技,1056742.18,70805.92,300348,81225.38,921184.99
金卡智能,508279.71,37022.58,300349,41833.72,449824.36
华鹏飞,337207.37,47156.54,300350,56201.23,282939.25
永贵电器,617495.72,26188.25,300351,38787.42,416916.93
北信源,713313.45,122194.34,300352,144982.41,601196.14
东土科技,1312181.41,52220.25,300353,61489.29,1114380.24
东华测试,570432.51,8120.00,300354,13832.02,334868.80
蒙草生态,689824.09,136606.58,300355,160424.21,587408.29
我武生物,1035649.15,48406.42,300357,52358.40,957479.00
楚天科技,448631.60,57618.65,300358,59030.47,437901.70
全通教育,347066.72,63330.17,300359,63333.34,347049.33
炬华科技,824756.15,50019.49,300360,51418.71,802312.60
博腾股份,806742.03,50045.05,300363,54546.45,740166.31
中文在线,1593229.76,66042.55,300364,72850.01,1444350.51
恒华科技,363512.41,47429.76,300365,59985.55,287424.36
创意信息,453859.38,53050.25,300366,60757.62,396285.36
ST汇金,361268.39,52894.35,300368,52894.35,361268.39
绿盟科技,568308.36,79822.71,300369,79930.85,567539.45
安控科技,443001.47,132484.72,300370,156537.62,374931.76
汇中股份,221942.68,13441.04,300371,20121.73,148254.65
扬杰科技,2564601.55,54214.79,300373,54334.78,2558937.90
中铁装配,384852.81,20342.44,300374,24591.23,318359.18
鹏翎股份,371646.38,50511.87,300375,75537.88,248518.41
ST易事特,817212.41,232743.49,300376,232824.05,816929.65
赢时胜,1658965.80,66873.98,300377,75100.31,1477246.17
鼎捷数智,976200.01,26938.06,300378,27139.28,968961.95
*ST东通,302952.10,52663.76,300379,55792.28,285964.20
安硕信息,661046.46,12737.35,300380,13843.90,608208.67
溢多利,370751.40,48934.08,300381,49106.15,369452.28
斯莱克,940828.39,64820.41,300382,64840.00,940544.18
光环新网,2617295.19,179374.28,300383,179759.28,2611689.47
三联虹普,563366.83,22000.02,300384,31900.73,388520.38
雪浪环境,164907.24,28949.31,300385,33314.59,143299.10
飞天诚信,743282.23,24821.52,300386,41804.40,441326.54
富邦科技,244253.18,28895.66,300387,28905.70,244168.36
节能国祯,472643.31,68011.37,300388,68104.22,471998.94
艾比森,390508.14,23318.13,300389,36910.03,246705.84
天华新能,1539381.21,67200.79,300390,83075.08,1245230.55
*ST长药,173066.04,35033.61,300391,35033.61,173066.04
中来股份,578592.13,95406.85,300393,108962.74,506610.37
天孚通信,4106041.66,55275.91,300394,55397.22,4097050.50
菲利华,2495917.21,51304.30,300395,52226.77,2451832.42
迪瑞医疗,358873.41,27245.19,300396,27270.02,358546.75
天和防务,666716.13,40550.54,300397,51763.67,522290.97
飞凯材料,1046407.73,52699.89,300398,53009.51,1040295.81
天利科技,407253.60,19758.07,300399,19760.00,407213.87
劲拓股份,397178.43,23997.77,300400,24262.58,392843.49
花园生物,846722.09,53468.33,300401,54346.73,833036.62
宝色股份,433857.69,24361.85,300402,24679.05,428281.32
汉宇集团,1049220.00,42293.95,300403,60300.00,735914.75
博济医药,317265.53,27805.73,300404,38317.09,230231.40
科隆股份,144461.32,21879.28,300405,28437.27,111146.77
九强生物,813655.68,42432.78,300406,58832.66,586845.32
凯发电气,322973.50,24426.01,300407,31820.05,247923.98
三环集团,6498842.59,186980.80,300408,191649.74,6340518.99
道氏技术,1134260.98,68748.96,300409,78224.90,996859.98
正业科技,207419.86,36691.73,300410,36711.48,207308.29
金盾股份,503678.29,30640.03,300411,40652.00,379629.94
迦南科技,250869.34,46786.16,300412,49775.66,235802.27
芒果超媒,4353167.34,102170.00,300413,187072.08,2377495.80
中光防雷,269618.10,31353.98,300414,32601.95,259297.44
伊之密,967112.14,45309.21,300415,46856.21,935182.17
苏试试验,819270.52,50514.34,300416,50854.78,813786.09
南华仪器,158784.58,8699.97,300417,13456.32,102659.69
昆仑万维,3939552.68,123149.51,300418,123149.51,3939552.68
ST浩丰,176521.81,36775.38,300419,36775.38,176521.81
五洋自控,373988.49,111629.69,300420,111638.36,373959.45
力星股份,495735.40,23034.41,300421,29403.05,388360.11
博世科,235975.13,51654.04,300422,53388.04,228310.84
昇辉科技,358208.13,33332.08,300423,49751.13,239990.99
航新科技,393667.22,24495.79,300424,24542.84,392912.43
中建环能,349981.35,67874.47,300425,68222.49,348196.06
华智数媒,457063.18,40000.00,300426,45524.22,401600.00
红相股份,307654.78,49480.69,300427,50852.03,299358.19
立中集团,1133068.45,55140.93,300428,63335.30,986471.19
强力新材,611919.04,39864.47,300429,53630.07,454853.62
诚益通,473464.53,25986.30,300430,27304.76,450602.37
富临精工,2465718.52,120657.27,300432,122125.73,2436070.27
蓝思科技,10448873.24,496569.63,300433,498277.22,10413065.22
金石亚药,318582.89,34212.11,300434,40174.39,271302.02
中泰股份,546169.61,36881.46,300435,38571.30,522241.52
广生堂,491338.70,13672.20,300436,15926.70,421787.27
清水源,193103.53,17581.06,300437,25242.29,134495.11
鹏辉能源,1218090.93,40416.59,300438,50334.34,978081.58
美康生物,395852.26,29172.56,300439,38394.98,300769.04
运达科技,400858.50,44222.36,300440,44391.86,399327.88
鲍斯股份,556130.89,62695.92,300441,64441.59,541065.82
润泽科技,8044483.75,55425.24,300442,172148.16,2590021.68
金雷股份,646671.89,24277.40,300443,32013.46,490403.57
双杰电气,531085.68,59230.09,300444,79862.51,393880.09
康斯特,371540.09,14206.47,300445,21243.00,248471.24
航天智造,1509902.46,31153.64,300446,84541.01,556404.04
全信股份,442543.80,20133.14,300447,31231.04,285286.58
浩云科技,429588.35,49377.39,300448,67651.71,313546.43
汉邦高科,321608.66,29626.71,300449,38748.03,245901.67
先导智能,3132326.07,155942.11,300450,156616.30,3118842.23
创业慧康,876804.58,152669.38,300451,154912.47,864108.67
山河药辅,285793.12,18680.15,300452,23444.88,227711.04
三鑫医疗,425753.98,35652.05,300453,52239.75,290564.25
深信服,4028966.28,27822.84,300454,42188.13,2657081.51
航天智装,920896.26,70862.24,300455,71776.79,909162.59
赛微电子,1210348.31,59349.66,300456,73221.31,981049.84
赢合科技,1116611.90,63762.49,300457,64919.30,1096714.76
全志科技,3309547.83,67334.93,300458,82327.06,2706864.33
汤姆猫,1821190.07,328086.60,300459,351581.09,1699488.61
惠伦晶体,250196.59,28080.43,300460,28080.43,250196.59
田中精机,307278.36,11400.88,300461,15574.17,224939.29
华铭智能,173429.39,13673.44,300462,18122.19,130854.83
迈克生物,710464.72,49150.48,300463,61246.96,570145.59
星徽股份,228335.03,35534.27,300464,46221.67,175539.28
高伟达,642549.07,44374.94,300465,44374.94,642549.07
赛摩智能,652275.43,41998.63,300466,53552.99,511543.26
迅游科技,366175.22,16855.73,300467,20320.49,303740.21
四方精创,1016193.36,52979.41,300468,53064.93,1014555.63
信息发展,783689.97,24823.26,300469,24823.88,783670.17
中密控股,778976.92,19751.92,300470,20817.13,739116.94
厚普股份,392445.05,36655.20,300471,40416.59,355921.98
*ST新元,85330.17,24584.16,300472,27525.86,76210.89
德尔股份,449295.95,15005.00,300473,15097.31,446548.76
景嘉微,3611298.83,40646.15,300474,52261.92,2808648.68
香农芯创,1401523.94,44024.08,300475,45756.58,1348457.47
胜宏科技,6665132.44,85520.87,300476,86268.86,6607342.52
ST合纵,199395.48,93547.81,300477,107201.87,173998.93
杭州高新,159988.00,12667.30,300478,12667.30,159988.00
神思电子,393293.57,19692.84,300479,19704.09,393069.02
光力科技,476672.79,23664.86,300480,35282.96,319712.23
濮阳惠成,409549.14,29395.23,300481,29570.33,407123.88
万孚生物,1010991.14,43039.80,300482,48142.44,903835.84
首华燃气,246802.39,26855.54,300483,26855.54,246802.39
蓝海华腾,433745.13,16635.26,300484,20763.29,347510.63
赛升药业,394484.78,27381.72,300485,48166.64,224256.27
东杰智能,278427.83,39608.10,300486,40765.42,270523.34
蓝晓科技,2343383.86,30662.68,300487,50766.55,1415389.33
恒锋工具,606494.88,14415.32,300488,17313.58,504968.63
光智科技,621592.85,13709.11,300489,13767.28,618966.38
华自科技,306179.08,39326.06,300490,39867.07,302024.15
通合科技,344234.06,15505.27,300491,17473.81,305453.83
华图山鼎,1395733.08,14048.65,300492,14048.65,1395733.08
润欣科技,1042577.65,50099.30,300493,51257.50,1019019.86
盛天网络,593026.68,39834.81,300494,49051.01,481602.81
中科创达,2628968.69,36787.69,300496,46001.20,2102416.28
富祥药业,469154.12,45056.53,300497,55000.48,384332.17
温氏股份,11178593.83,523537.63,300498,665392.49,8795432.13
高澜股份,564099.35,27140.84,300499,30524.86,501562.73
启迪设计,196417.63,16759.80,300500,17397.49,189218.09
海顺新材,306176.81,12520.12,300501,19353.78,198068.26
新易盛,7740877.45,63019.53,300502,70880.67,6882362.82
昊志机电,716210.44,23908.73,300503,30607.28,559464.29
天邑股份,387565.15,21821.08,300504,27102.46,312041.49
川金诺,485416.05,21736.12,300505,27486.75,383859.92
*ST名家,228155.67,57572.54,300506,69559.66,188837.95
苏奥传感,716097.47,77156.87,300507,79654.89,693640.30
维宏股份,328300.16,8298.32,300508,10983.61,248036.93
新美星,241566.00,24710.35,300509,29640.00,201389.37
金冠股份,343896.02,82469.07,300510,82469.07,343896.02
雪榕生物,302274.55,48633.22,300511,56711.92,259215.04
中亚股份,319590.45,32853.97,300512,40764.09,257575.09
恒实科技,242169.57,28143.68,300513,31369.12,217269.21
友讯达,266200.00,15841.35,300514,20000.00,210848.34
三德科技,326532.39,18026.73,300515,20575.45,286084.15
久之洋,584460.00,18000.00,300516,18000.00,584460.00
海波重科,191992.24,12402.17,300517,20040.94,118812.80
新迅达,223540.38,19938.78,300518,19941.16,223513.70
新光药业,229760.00,11410.00,300519,16000.00,163847.60
科大国创,652797.35,27737.27,300520,29116.74,621869.49
爱司凯,324864.00,14399.87,300521,14400.00,324861.16
世名科技,418542.06,24384.69,300522,32245.15,316513.23
辰安科技,483886.29,23235.85,300523,23263.76,483305.60
博思软件,1168373.93,62184.40,300525,75819.20,958261.59
中船应急,790444.87,98682.26,300527,98682.26,790444.87
幸福蓝海,331621.17,37260.81,300528,37260.81,331621.17
健帆生物,1740959.50,51246.72,300529,79860.53,1117178.50
领湃科技,497455.27,15827.44,300530,17195.14,457887.88
优博讯,529879.81,31511.60,300531,32789.59,509227.52
今天国际,522682.67,43091.91,300532,45332.41,496849.74
冰川网络,563265.21,16482.09,300533,23430.33,396229.51
陇神戎发,282110.85,30204.06,300534,30334.50,280897.77
达威股份,161708.66,7644.50,300535,10480.15,117954.71
*ST农尚,287715.66,29325.32,300536,29328.81,287681.43
广信材料,351092.25,14361.19,300537,20039.51,251608.12
同益股份,275060.88,11314.15,300538,18191.86,171069.92
横河精密,320935.06,17146.20,300539,22225.42,247591.06
蜀道装备,353077.75,14513.09,300540,16537.60,309854.54
先进数通,592601.31,38657.85,300541,43004.45,532705.15
新晨科技,569353.73,24638.53,300542,29855.99,469856.76
朗科智能,327817.33,24947.66,300543,30637.13,266940.00
联得装备,540333.06,11418.68,300545,18005.10,342674.62
雄帝科技,316134.07,13303.83,300546,18552.47,226697.30
川环科技,694316.66,17822.36,300547,21690.62,570493.73
博创科技,1424418.88,26692.88,300548,28892.88,1315958.88
优德精密,256812.84,10105.47,300549,13334.00,194631.30
和仁科技,326887.38,26231.64,300550,26256.01,326583.87
古鳌科技,297347.53,34476.30,300551,34575.29,296496.14
万集科技,573328.07,13339.62,300552,21313.31,358835.85
集智股份,437354.46,6141.04,300553,8518.79,315280.91
三超新材,228765.79,7913.87,300554,11421.16,158514.86
ST路通,213400.00,19782.27,300555,20000.00,211076.83
丝路视觉,222335.05,10501.02,300556,12156.10,192063.70
理工光科,296505.60,9149.73,300557,9303.60,291601.76
贝达药业,2120886.47,41712.65,300558,41848.59,2113997.34
佳发教育,429478.16,31113.68,300559,39951.46,334472.10
中富通,286030.81,18696.48,300560,22974.36,232771.16
*ST汇科,416697.13,24105.76,300561,32810.80,306143.12
乐心医疗,314456.11,16112.13,300562,21746.62,232981.37
神宇股份,676223.86,12387.53,300563,17856.45,469115.86
筑博设计,208816.26,11319.54,300564,16288.32,145116.44
科信技术,277671.53,22760.80,300565,24970.46,253100.11
激智科技,488976.83,22822.35,300566,26374.16,423126.43
精测电子,1710630.16,20218.36,300567,27974.33,1236352.41
星源材质,1423476.20,121387.53,300568,134290.21,1286707.84
天能重工,508282.92,101764.48,300569,102270.21,505769.47
太辰光,1772043.82,19219.30,300570,22712.69,1499489.97
平治信息,451374.03,11560.35,300571,13952.83,373977.23
安车检测,434849.75,18359.66,300572,22898.88,348649.87
兴齐眼药,1413209.93,13460.77,300573,17524.92,1085476.35
中旗股份,281177.62,34270.82,300575,46475.64,207338.47
容大感光,1274793.46,18305.61,300576,30475.58,765723.62
开润股份,524906.15,14024.23,300577,23979.27,306990.45
会畅通讯,358273.42,19409.41,300578,19826.97,350727.96
数字认证,730620.00,26227.86,300579,27000.00,709725.87
贝斯特,1385505.42,47081.36,300580,50054.39,1303211.98
晨曦航空,827914.87,55010.95,300581,55010.95,827914.87
英飞特,367498.42,22156.81,300582,29853.65,272750.38
赛托生物,369919.15,18614.89,300583,18970.21,362990.41
海辰药业,237120.00,8211.51,300584,12000.00,162259.48
奥联电子,236646.67,17111.11,300585,17111.11,236646.67
美联新材,631560.38,53451.60,300586,71121.66,474650.24
天铁科技,582005.55,102201.80,300587,116634.38,509986.97
熙菱信息,231488.48,17682.20,300588,19147.10,213777.83
江龙船艇,439227.88,23160.70,300589,37766.80,269358.96
移为通信,574850.89,35432.46,300590,45988.07,442905.75
万里马,217441.14,35066.47,300591,40567.38,187956.25
华凯易佰,450188.61,35472.09,300592,40484.59,394449.59
新雷能,826767.67,45026.35,300593,54249.85,686201.58
朗进科技,155358.00,9099.81,300594,9187.34,153877.83
欧普康视,1347813.19,66849.48,300595,89615.24,1005416.12
利安隆,647757.08,22468.85,300596,22961.97,633846.29
吉大通信,241497.05,27137.22,300597,27257.00,240435.80
诚迈科技,1006361.31,21692.10,300598,21698.17,1006079.48
雄塑科技,268598.68,21219.06,300599,35813.16,159142.93
ST瑞科,262162.92,24627.68,300600,29423.45,219432.66
康泰生物,1553646.69,88583.12,300601,111692.79,1232191.16
飞荣达,1154212.80,39126.13,300602,58000.64,778610.06
立昂技术,502446.89,37047.00,300603,46479.82,400478.09
长川科技,2660565.90,48612.61,300604,63046.59,2051452.21
恒锋信息,268922.90,11892.80,300605,16457.95,194328.37
金太阳,248147.21,11932.64,300606,14011.70,211327.12
拓斯达,1477660.53,33769.00,300607,47697.24,1046163.58
思特奇,384225.70,28756.60,300608,33122.91,333576.56
汇纳科技,325029.53,11989.33,300609,12011.44,324431.30
晨化股份,240378.92,16123.76,300610,21500.80,180263.61
美力科技,573067.76,14830.30,300611,21107.47,402642.59
宣亚国际,253358.11,17987.95,300612,18045.45,252550.81
富瀚微,1110986.84,21902.47,300613,23222.97,1047813.99
百川畅银,183217.27,16043.54,300614,16043.54,183217.27
欣天科技,241062.62,13185.00,300615,19346.92,164285.07
尚品宅配,284910.78,15596.62,300616,22451.60,197921.16
安靠智电,470616.76,14059.16,300617,16736.02,395343.68
寒锐钴业,1020247.40,27132.08,300618,30832.50,897800.39
金银河,335016.27,10997.98,300619,13384.59,275279.51
光库科技,1050046.82,24685.35,300620,24918.05,1040240.59
维业股份,182465.73,19609.28,300621,20805.67,171973.37
博士眼镜,752096.74,11901.00,300622,17523.22,510790.98
捷捷微电,2469613.20,71198.78,300623,83207.99,2113179.67
万兴科技,1221692.23,17123.32,300624,19333.63,1082022.69
三雄极光,324303.29,16312.50,300625,27933.10,189388.07
华瑞股份,188640.00,17728.46,300626,18000.00,185794.25
华测导航,2356095.95,45345.28,300627,54946.27,1944405.65
亿联网络,4353843.37,72306.35,300628,126381.52,2490953.77
新劲刚,528240.61,21161.96,300629,25142.34,444612.77
普利退,42098.20,44793.82,300630,56130.94,33595.37
久吾高科,258839.89,11977.72,300631,12504.34,247938.82
光莆股份,370185.31,22121.06,300632,30518.16,268328.41
开立医疗,1327994.37,43271.24,300633,43271.24,1327994.37
彩讯股份,1163672.91,43468.09,300634,45121.09,1121042.04
中达安,140554.40,11976.00,300635,14013.40,120119.31
同和药业,304764.27,36735.77,300636,42152.74,265599.61
扬帆新材,240149.38,23433.77,300637,23475.01,239727.50
广和通,2141739.01,53292.66,300638,76545.35,1491128.49
凯普生物,340059.35,63516.44,300639,64650.07,334096.46
德艺文创,183486.12,22074.91,300640,31099.34,130241.99
正丹股份,1350882.37,53268.23,300641,53268.23,1350882.37
透景生命,225133.30,13770.70,300642,16302.19,190173.32
万通智控,413484.76,23014.80,300643,23073.93,412425.26
南京聚隆,290280.57,8830.51,300644,10995.48,233125.44
正元智慧,204178.54,14206.79,300645,14208.67,204151.60
超频三,260672.98,45664.21,300647,45732.10,260286.02
星云股份,525109.86,10618.94,300648,17428.14,319948.78
杭州园林,155059.85,10611.68,300649,13241.66,124262.79
太龙股份,335739.44,15276.87,300650,21829.61,234958.20
金陵体育,181926.35,7497.52,300651,12875.18,105939.92
雷迪克,765456.67,9209.07,300652,10260.81,686996.73
正海生物,358020.00,17999.95,300653,18000.00,358018.96
世纪天鸿,374545.72,35264.83,300654,36612.49,360759.19
晶瑞电材,928176.37,99756.06,300655,105956.21,873863.09
民德电子,425074.68,13289.79,300656,17112.51,330118.36
弘信电子,1347873.75,45660.42,300657,48836.01,1260227.66
延江股份,201655.05,22540.30,300658,33276.41,136594.24
中孚信息,360643.44,19033.27,300659,26039.24,263610.83
江苏雷利,1913105.66,31912.75,300660,31938.32,1911574.01
圣邦股份,4606224.38,45428.65,300661,47374.52,4417027.67
科锐国际,617971.97,19628.36,300662,19680.64,616330.48
科蓝软件,900910.16,44158.47,300663,47844.41,831503.95
鹏鹞环保,387504.29,75224.53,300664,75981.23,383645.12
飞鹿股份,142264.29,14018.94,300665,18943.31,105282.24
江丰电子,2020947.64,22052.11,300666,26532.07,1679709.32
必创科技,316981.22,17264.84,300667,20463.60,267432.31
杰恩设计,215482.48,9279.81,300668,12038.13,166108.53
沪宁股份,414509.59,18208.78,300669,19270.55,391670.90
大烨智能,194589.17,22469.42,300670,31692.05,137962.25
富满微,649036.65,21713.66,300671,21772.45,647284.23
国科微,1500224.90,21033.77,300672,21714.07,1453222.90
佩蒂股份,375730.42,16199.03,300673,24882.81,244605.29
宇信科技,1654534.09,70313.30,300674,70405.71,1652362.48
建科院,209293.38,14666.67,300675,14666.67,209293.38
华大基因,2000933.42,41356.00,300676,41582.16,1990050.84
英科医疗,1470761.83,46912.27,300677,64620.47,1067723.29
中科信息,913758.94,28554.89,300678,29638.63,880347.36
电连技术,2114685.65,35775.31,300679,42378.47,1785188.06
隆盛科技,956440.51,17253.85,300680,23102.43,714309.55
英搏尔,831444.80,17637.92,300681,25582.92,573232.53
朗新集团,1506945.03,103406.95,300682,108024.73,1442526.96
海特生物,299224.58,12206.46,300683,13089.44,279039.77
中石科技,724512.81,20324.50,300684,29950.92,491649.58
艾德生物,804990.91,38959.74,300685,39306.20,797895.40
智动力,228046.19,19367.09,300686,26062.42,169462.01
赛意信息,1233830.61,33085.79,300687,41018.30,995220.50
创业黑马,466319.19,14829.41,300688,16737.95,413147.32
澄天伟业,405756.00,10117.32,300689,11560.00,355117.84
双一科技,400805.78,10948.09,300690,16534.89,265381.78
联合光电,481059.19,21061.66,300691,26904.88,376582.56
中环环保,264468.26,37533.36,300692,42450.76,233832.82
盛弘股份,978112.54,26749.40,300693,31279.58,836453.72
蠡湖股份,284003.09,21531.70,300694,21531.70,284003.09
兆丰股份,529207.78,7092.99,300695,7092.99,529207.78
爱乐达,629985.76,16870.54,300696,29315.30,362547.85
电工合金,501196.80,25480.00,300697,33280.00,383728.80
万马科技,471412.00,11854.59,300698,13400.00,417044.63
光威复材,2491561.94,82144.30,300699,83135.20,2461864.82
岱勒新材,370699.08,27054.04,300700,39604.60,253225.83
森霸传感,280190.50,24488.03,300701,28273.51,242676.38
天宇股份,741191.35,21116.45,300702,34797.72,449780.35
创源股份,286462.24,16966.16,300703,18039.18,269422.59
九典制药,791433.92,36599.91,300705,49619.68,583768.51
阿石创,319178.47,11329.07,300706,15293.65,236437.79
威唐工业,239484.00,14328.11,300707,17700.22,193859.31
聚灿光电,766531.69,52260.44,300708,68015.23,588975.17
精研科技,625403.72,14922.64,300709,18607.67,501550.05
万隆光电,191220.36,8049.27,300710,9949.03,154706.94
广哈通信,565368.10,24842.68,300711,24917.06,563680.42
永福股份,431730.97,18658.05,300712,18754.60,429508.22
英可瑞,264270.15,8704.32,300713,15872.08,144926.92
凯伦股份,404897.37,33415.89,300715,37805.54,357884.16
ST泉为,106253.28,16002.00,300716,16002.00,106253.28
华信新材,166598.28,10185.34,300717,10277.50,165104.36
长盛轴承,2327488.64,19384.20,300718,29877.90,1510029.44
安达维尔,462528.75,17962.01,300719,25469.64,326190.16
海川智能,399693.25,17330.21,300720,19487.73,355442.51
怡达股份,239852.01,13673.85,300721,16484.67,198954.51
新余国科,847428.34,27675.65,300722,27675.65,847428.34
一品红,1623835.49,41764.99,300723,45169.28,1501451.35
捷佳伟创,1995180.56,28713.60,300724,34771.36,1647586.53
药石科技,634541.19,16839.54,300725,19972.97,534992.23
宏达电子,1419200.11,21328.34,300726,41183.98,734974.68
润禾材料,530055.26,12445.63,300727,13835.95,476792.25
乐歌股份,477491.64,32001.47,300729,34130.93,447700.52
科创信息,295395.21,19667.82,300730,24113.89,240930.74
科创新源,319872.46,12015.80,300731,12643.18,303999.84
设研院,216642.67,32387.46,300732,32431.54,216348.26
西菱动力,547160.54,22551.78,300733,30567.63,403676.83
光弘科技,2082888.31,75710.95,300735,76746.07,2054795.25
百邦科技,124603.14,12721.78,300736,13006.59,121874.67
科顺股份,537224.62,88691.61,300737,110996.82,429267.41
奥飞数据,2289462.87,98486.00,300738,98513.89,2288814.56
明阳电路,438553.77,34065.65,300739,34396.37,434336.99
水羊股份,522315.32,35735.03,300740,38833.85,480636.09
华宝股份,1009427.32,61587.72,300741,61588.00,1009422.65
天地数码,258772.49,12730.16,300743,15124.05,217813.11
欣锐科技,287626.30,14128.52,300745,16761.44,242445.43
汉嘉设计,302037.88,22188.42,300746,22573.83,296881.09
锐科激光,1182172.09,50503.84,300747,56482.18,1057045.34
金力永磁,2918524.60,113433.99,300748,137213.19,2412741.00
顶固集创,173162.97,15739.56,300749,20516.94,132841.89
宁德时代,109323085.46,390255.63,300750,440339.49,96888766.08
迈为股份,2193329.30,19207.34,300751,27940.50,1507776.21
隆利科技,431566.46,15397.92,300752,22524.35,295024.24
爱朋医疗,282347.52,8243.35,300753,12604.80,184651.15
华致酒行,825260.83,41642.71,300755,41679.84,824525.73
金马游乐,313305.17,13123.04,300756,15759.82,260885.94
罗博特科,2031002.62,14817.11,300757,15503.84,1941041.54
七彩化学,641947.02,35364.70,300758,40603.86,559115.94
康龙化成,4143195.57,141938.46,300759,177819.55,3307166.15
迈瑞医疗,27158687.23,121241.92,300760,121244.14,27158189.95
立华股份,1595698.60,60126.16,300761,82764.45,1159232.46
上海瀚讯,1390316.22,62796.58,300762,62796.58,1390316.22
锦浪科技,2216699.68,32150.91,300763,39933.34,1784697.04
新诺威,5774281.59,124707.24,300765,140459.29,5126714.78
每日互动,1494570.38,35567.30,300766,39217.28,1355469.95
震安科技,280435.39,23969.75,300767,27629.10,243292.96
迪普科技,1073263.01,42066.77,300768,64382.90,701253.07
德方纳米,815347.17,25175.32,300769,28018.80,732601.69
新媒股份,899797.08,22913.09,300770,22913.09,899797.08
智莱科技,253920.00,18119.91,300771,24000.00,191708.69
运达股份,863261.45,69521.07,300772,78692.93,762646.14
拉卡拉,1668370.65,73433.50,300773,78808.25,1554587.22
倍杰特,350310.46,19488.05,300774,40876.37,167012.55
三角防务,1439977.88,53219.63,300775,55023.99,1392757.62
帝尔激光,1595131.43,16760.09,300776,27356.05,977280.82
中简科技,1582947.13,42374.28,300777,43970.75,1525474.02
新城市,252422.30,20361.95,300778,20406.01,251877.30
惠城环保,2654656.49,15654.38,300779,19604.58,2119759.74
德恩精工,223525.08,10487.34,300780,14667.00,159827.14
因赛集团,573712.40,8110.42,300781,10996.98,423120.53
卓胜微,3963669.95,44758.94,300782,53454.75,3318875.06
三只松鼠,1088314.00,27959.60,300783,40100.00,758823.54
利安科技,298059.28,1406.00,300784,5623.76,74518.00
值得买,686647.15,12223.95,300785,19885.52,422092.84
国林科技,260750.50,14670.14,300786,18401.59,207875.95
海能实业,366617.33,16150.21,300787,26356.39,224649.36
中信出版,574828.03,19015.15,300788,19015.15,574828.03
唐源电气,380139.60,9882.17,300789,14372.01,261383.48
宇瞳光学,799118.14,29707.63,300790,37411.90,634554.92
仙乐健康,620709.09,19770.43,300791,23727.41,517194.42
壹网壹创,583589.94,21253.37,300792,23694.27,523470.44
佳禾智能,611882.94,37206.57,300793,38052.42,598281.67
米奥会展,457299.04,13408.86,300795,23072.61,265763.65
贝斯美,343085.73,36114.29,300796,36114.29,343085.73
钢研纳克,564689.40,37551.15,300797,38310.00,553503.91
锦鸡股份,335210.56,37277.82,300798,46882.60,266536.45
力合科技,247176.40,23438.15,300800,23675.90,244694.29
泰和科技,348177.42,13687.94,300801,21843.00,218185.80
矩子科技,521889.18,19455.23,300802,28929.56,350972.41
指南针,3522535.30,59074.03,300803,59825.67,3478278.96
广康生化,205572.00,2750.00,300804,7400.00,76395.00
电声股份,446314.78,28816.28,300805,42425.36,303147.26
斯迪克,723920.90,31642.07,300806,45330.05,505323.81
天迈科技,263517.32,4905.31,300807,6803.96,189982.82
久量股份,399200.00,10519.94,300808,16000.00,262472.60
